,sadness_support,joy_support,fear_support,anger_support,surprise_support,disgust_support,trust_support,anticipation_support,confusion_support,denial_support,neutral,Question_Combined
19,1,0,0,0,0,0,0,1,0,0,0,"Do you suffer from migraine headaches?If so,what prescription(s) do you use? I am 30 years old.I have suffered from migraines since i was 18 years old.I use three different prescriptions,but none of them work any longer.(I use Relpax,Imitrex & Axert.)When those stopped working i started to buy Excedrin Migraine.I guess my body became immune to it all because nothing works anymore.Can anyone tell what to ask my doc to prescribe me now? What works for you? ALL suggestions are greatly Appreciated!"
20,1,0,1,0,0,0,0,0,0,0,0,"Serious infertility question...need some advice from the ladies? I am 32 yrs old...a coach, a teacher, a person who loves to work with kids...who got married 10 years ago to a woman who already had a son. I found out a year into our marraige that I could not have my own child. This, of course devastated me. I have a good relationship wih my stepson, but it is not the same because his dad is very active (Im always left out of things) My wife refused to adopt. I yearn for the father-child relationship that I have for whatever reason been deprived from having. I have a rotten relationship with my wife. Sex is non-existant...(not my choice) there is no intimacy.Im not a bad looking guy... Im losing my mind. I want to leave and see if there is any hope of starting over but am afraid of the thought of dating and mentioning that I cannnot have kids. What do I do? Are there good girls still left for a 32 year old like me? I just want to be #1 to somebody and right now Im not."
21,1,1,1,0,0,0,0,0,0,1,0,"help needed for colic baby? I am a  30 year old mother of 5 and have never had this problem. My 6 weekd old baby girl cries non-stop from 7pm to about  9:30 or 10 pm then she falls asleep and sleeps until about 5 am. from 5 am until 7 pm she is happy, she eats she plays with me, she can lay down in her crib and play by herself and then starts at 7 pm again. the doctors say this is colic and to try gas drops, vacuum, swing, car, etc. nothing works. does this sound like colic? why the same time every night ? is this normal for a collicky baby? please help is there any thing i can do I feel helpless and want to cry not out of frustration but because I feel like she is in pain and I can't help her in any way."
22,1,0,0,0,0,0,0,0,0,0,1,"I need some advice on what I should do about chronic knee pains.? My knees usually are always very stiff and sometimes its painful just to walk. I don't want to go through surgery right now because I can't really afford to do it. But I have been missing alot of work due to my knee problems. I'm 30 years old and in fairly good shape, I think I might have injured my knees over time from doing heavy leg lifts. I'm pretty much looking for a quick fix to my problem and any info would be appreciated. Thank you."
23,1,0,0,1,0,0,0,1,1,1,0,"how can i achieve my aspirations in life when the road ahead seems so tough? hi iive always had this, grass looks greener on the otherside syndrome. i live in england, im 29 and i long to find my utopia in life. ive endured mental health problems since i was 15, anger, depression, anxiety, i commited a felony years ago because of my anger, an assault. im ashamed of this and im trying to put it in the past. i have a better handle on life better than i ever have, but i still struggle. im awaiting psychotherapy. i unfortunatly dont have any friends or partner, but i have supportive parents. my aims and aspirations in life are that i would love to ajust to life be self sufficiant, live in nice suroundings, find employment, get a partner, someone to love me. and i would even like to emmegrate to the states. but on depressing days when i feel really down and lonley. i find it hard to see how these aspirations that i long for will ever come true! i just want to succeed in life. but sometimes people tell me to lower my ambitions because there to high. can any 1 help?"
24,0,0,1,0,0,0,0,1,0,0,0,"Reason for concern? Lots of 'weird findings' on CT? I just recieved copies of my abdominal CT and found some things to be 'weird'. Can anyone explain the following?... The liver shows area of low attenuation adjacent to the fissure for falciform ligament w/ fatty infiltration. Right renal cyst is present in upper pole posteriorly measuring 11cm. Shotty retroperitoneal adenopathy is present. Shotty mesenteric adenopathy is seen in rt. lower quadrant. Study shows area of focal fatty infiltration of the liver. Mild dependent peripheral interstitial densities are noted, which represent atelactasis. Atelactasis is seen within the lingula as well.
I am a 27yr old male w/ stomach pain and also 2 herniations in lumbar spine. Can anyone shed some light on these finding? I see my Dr. in 2 days and some of this stuff sounds kinda serious."
25,0,0,0,0,0,0,0,0,1,1,0,"Psoriasis and acne? I have horrible acne which returned after 15 years of being acne-free due to taking Accutane.  I am now using a Retin-A-type product once a day, a topical antibiotic once a day, and taking Minocycline twice a day.  I also had mild psoriasis on my scalp prior to the antibiotic regimen.  However, now, my psoriasis has gotten out of control.  I am using Aclovate on it, as it has spread to my face, and is pretty bad.  It is my understanding that yeast production and your body's immune system's response (or lack thereof) can cause psoriasis.  Am I causing the psoriasis to spread by taking and applying the antibiotics to prevent the acne?  Is it possible I have swapped the acne for psoriasis?  Would taking Accutane again be helpful, now that I'm 40?  Or would getting my hormones under control (I have no idea what kind of doctor to go to for that) fix it all?  My dermatologist is deaf to my pleas to take me off the antibiotics (I'm getting ready to swap dermatologists), by the way."
26,0,0,0,0,0,0,0,0,0,1,0,"What are the Causes of Oral Bone Loss? Hi,
As my doctor sent me to a specialist to understand the cause of my gum recession, I was told (by the specialist) that the main problem is the bone loss.  In my case, the gum just follows the bone.  Essentially he wants to do a deep cleaning as a way of slowing the bone loss. I am having a problem accepting that plaques and caveties are the reason for my oral bone loss. I am not sure I feel convinced as I have been flossing since I ever remember.  I never bleed when cleaning my teeth.   My mother has lost all her teeth very early in life and I am thinking this is more genetic than any thing else.

I would really appreciate any answer (link to any article, books ...)
How effective is deep cleaning for preventing oral bone loss?
How much your genes and caveties contribute to bone loss?

I am a male, 40s from Middle Eas decent.

Thanks."
27,0,0,0,0,0,0,0,0,0,0,1,"What do small triangular shadows/regions of opacity on the bottom part of both lungs seen in an x-ray signify? Age is 73 years, history of right-side nephrectomy due pyelonephrosis 20 years earlier. Non-smoker and no occupational exposure to any physical/chemical agents. The signs & symptoms in this case were the sudden onset of pain while taking deep breaths. Otherwise  breathing is normal and without pain. The pulse rate on examination was 92. Mild fever noted occasionally in the last 2 days (and about 2-3 days after the onset of the sharp pain). Feeling of general malaise and mild loss of appetite, though trying to eat normally. Physician asked for chest X-ray which showed 2 regions of opacity (or shadows?), one on either lung, near the bottom (probably close to the diaphragm?). Triangular in shape, and not very large, but large enough to be seen. Blood and urine results were normal. Recommended a course of Augmentin 375 antibiotic 3x/day for 5 days. Asked for a follow-up visit with another x-ray. What could the problem be? What do the regions of opacity signify? Where does one go from here?"
28,0,0,1,0,1,0,0,0,1,1,0,"Is it right for a doctor to tell a patient who suffers from bulimia to loose weight? I took my friend to the doctor today for her follow up visit for torn ligaments on her ankle and the doctor told her she needs to loose weight we both looked surprise because a year ago she weighed less than 100due to her eating disorder she is just now getting her life back together from the disease and the doctor knew this and she told the doc she feels great and thought she looked good, the doctor left and came back with a chart and it says that said that for height she should weigh around 115, she is 5'3 weigh 147 and wears a meduim  and size 8 pants. I don't see any weight problem. Is the doctor right? i'm concern that she' fall back into her her disorder."
29,1,0,1,0,0,0,0,0,0,1,0,"Hi, I have recently been diagnosed as having diabetes type 2. My g.p put me on diabex xr.? i am to take 4 tabs (500mg each) with my evening meal. I keep loosing weight which i am so worried about. i have cut out all my sugar intake, wach my carbs and exercise almost every day. is this weight loss normal? is there anyone out there experiencing/or have had the same? non of my clothes fit me, and everyone keeps say ""you have lost so much weight"" my doctor does not seem concerned the slightest. please answer back asap. thamk you"
30,1,0,0,0,0,0,0,0,0,0,0,"weight, diabetic concern? I weigh 312 lbs:  my A1c test is  betweem 10 and 12. Im on liitor for high cholrestrol; HTCZ, I have congestive heart failure, post polioyndrome, spinal injury and a cripped leftarm. I get no excercise ,except what it tkes to clean up after my dog and care for bird and fish tank  and plants I do very light housework.

What would I lose per week on a 1800 cal diabetic diet, Dr says I cant go lower because of all my health problems and I now eat 3100 cal a day so it would be 1300 less a day. As I lose I would like to know how it goes the diet and low exercise stay the same. Say I lose 12 lb first month haow much  each month would I expect until I real goal weight of `165 (set by dr.  I have 147 lbs to lose"
31,0,0,0,0,0,1,0,0,0,0,0,"One last health Question.....? Again, I hope I do not sound like I am a hypochondriac with all these questions.....

Anyway, for the past two or three years, I have been vomiting quite frequently. I can assure you, I am not bulemic. I vomit on average about every two weeks, but it can range from twice a day, to once every month and a half, but usually about every two weeks. When this happens, I usually will feel sick slightly on and off a few days prior. It most frequently occurs at night, but on occasion in the morning. I sometimes will wake up feeling sick, and throw up. I feel worst when I lie down. When I finish, I return to normal usually, and get dehydrated, and sometimes very hungry. After eating, it does not occur again usually. I have bad acid reflux, that I have had since I was a baby. I am on many medications for that. (I will also add that I have lately, since summer, but increased dramatically in October, have frequent diarrhea and cramps after eating). Any ideas what could be causing these symptoms?"
32,1,0,1,0,0,0,0,0,1,0,0,"Has something like this happened to your babies? My 8 month old is vomiting and has diarrea and is vomiting since Monday. That same days we had tests on him done, and everything came back negative (no rotavirus, no infections, no amoebas). The ped. said it was some sort of virus that is in the environment and that it should go by itself in around 3 days. All day yestarday he didn't vomit or evacuate, but at night he did again. He has been very down and he doesn't wanna eat anything. It's very frustrating to see him like this, he's a very active baby and just seeing him like that kills me :(

I don't know what else to do, two doctors have checked him and say he doesn't have anything to worry about, just that virus...but what is it? Has anyone gone through this?"
33,1,0,1,0,0,0,0,0,1,0,0,Is the vocal cords freezing in the closed position cutting off air to the patient a symptom of Myasthia Gravis The paient suddenly could not breath.  The doctors found that her vocal cord were frozen in the closed position cutting off her air.  She became unconscious and her heart stop beating.  Went into a coma.  Had a silent stroke.  Finally woke up with no idea what has happened to her.  This has happen on a number of times.  Each time with no warning and more sever.  She is now being sent to the Mayo Clinic in Minnesaota for further study.  She is placed on life support each time and has a permanent trek in her throat to help keep her breathing which they found does not stop these episodes.
34,0,0,1,0,0,0,0,1,0,0,0,"Urinary tract/infection? 1st Question - Can sex cause urinary infection - it appears that two weeks after having occasional sex i seem to get this type of thing?

2nd - I have been getting stitch in my left side, the odd back pain and the odd pain in the middle of my tummy at the front but below the rib cage but a few inches above my belly button and also on the left hand side more so and slightly on the right handside of the front of my tummy.  They have been worst the past two days and in the past day or so i have developed a very uncomfortable itch and a very slight burning sensation when going for a wee.

I thought the pains were a pulled muscle or gland ache as i have had a throat infection accompanied with a cough plus i also take alot of dance classes.  Now however im thinking its a urinary infection.  Has anyone else had this or think it is a urinary infection?"
35,0,0,1,0,0,0,0,1,1,1,0,"Does anyone have experiece/know of treatment options for chiari? Hello, I was wondering if anyone has had experience with chiari and knew of any treatments. My boyfriend (he is 20) has just been diagnosed with the disease (has off-and-on, mild to severe headaches) and friends and family are trying to find out as much as possible. 

He has seen a neurosurgeon, but he said the only option was surgery, with a bovine skull replacement, or just deal w/ the headaches (unless neurological signs begin). It seemed like a pretty hollistic view. His mom has already found out the bovine skull is not necessary for the surgury.

He is going in for a second opinion in LA and have a MRI of the spine as well. I was just wondering if anyone else had experience with this and knew of other ways to treat it? Some of the info is vague, I'm not sure if it is type 1 or 2, and the cyst is about 4 cm large right now :/ Thanks so much in advance, and any help is greatly appreciated!"
36,1,0,0,0,0,0,0,0,1,1,0,"carboplatin only for ovarian cancer? My mom's dr gave her taxol and carboplatin for her first treatment, but for the second he just did carboplatin saying that many european studies say the results are the same if  carboplatin is used alone and not with taxol.  Just wondering if anyone has heard this or if this is the right course to go.  Not too many options though as my mom is without insurance and can't get any financial assistance."
37,0,0,1,0,0,0,0,1,0,0,0,Kids and Tonsillectomy? My daughter is having her tonsills and adenoids removed along with getting tubes put in her ears next week. My Dr. warned me of the scabs coming off too soon and causing massive bleeding. This wasn't an issue when my son had this done. She said her daughter woke up at 3 am gushing blood. Has this happened to any of your kids? My daughter is 6. Is there anything any of you parents have done to prevent this? I am terrified this is going to happen. Any advice ( thats not a joke) is welcome! Thanks!
38,0,0,0,0,1,1,0,0,0,0,0,I have had tonsil stones all my life and cant seem to get rid of them -in the last 4 years ....? they have effected the quality of my voice and I cant sing as well cause I loose my voice alot -or atleast I believe they are the cause of this - will getting my tonsils removesd help my voice or is there something I can do to make the tonsil stones go away -please only answer if you know what they are or have them your self -they happen to be very common though most people have them and dont know it -I didn't know what they were until four years ago mayself but ahad wondered for years- Please help if you know what I can do about them - they are getting out of control -I sometimes spit out 5 to 10  a week !!!
39,1,0,1,0,0,0,0,0,1,0,0,"Tinnitus is supposed to be just head noises, but what happens if it is accompanied by pain? I've suffered from tinnitus for 10+ years now and the noises themselves have never been too much of a nuisance, but in recent months I've started to experience significant pain, soreness, itching, tingling, and throbbing in my ears, along with headaches, jaw pain and vertigo. I've also been a severe teeth-grinder and wear a protective mouthguard at night. Should I be worried? And should I even bother wasting money to see a ENT if they're basically just going to give me a hearing test and tell me to learn to live with it?"
40,0,0,1,0,0,0,0,0,0,0,0,"Does throwing up after you eat really cause you to lose weight? Okay, so I can admit I have some serious issues. I have had anorexia for about 8 years now, and have been experimenting with bulimia.  The thing is, whenever I try to eat something, I freak out and have a panic attack, and then go throw up. So, does throwing up what I just ate really keep the weight off?  The food doesn't digest, so it is just tricking my body in to thinking it has eaten?  Am I right?  Any fellow strugglers or those recovered, your advice on this is greatly appreciated."
41,1,0,0,0,0,0,0,0,1,0,0,"i recently asked a question about my mom who is 81 with severe degenerative disc disease.   she has been? through every therapy available, including epidural shots.  pain meds do not even help that much.  we are now thinking about surgery .  i'm very confused, as we have been to many neurologists and have been getting conflicting answers as to whether or not surgery should be peformed.  other than this condition, she is in good health and was very active before this happened.  she has had this disease for 18 months now, and it breaks my heart to see her not able to do any of the things she used to do.  she is in so much pain and is also getting very depressed .  i would love to hear your input on this."
42,0,0,0,0,0,0,0,0,1,0,0,"would the symptoms of a 2nd pregnancy be easier to spot than the first? started the b/c patch 2 weeks ago. on my 3rd patch I had unprotected sex with my boyfriend which was the 16th my intended ovulation day, and the next day I noticed bleeding took the patch off. anyways the bleeding has stopped.. but i still have cramping, and lower back pain, and have now been getting headaches, fatigue and my veins are prominent. i only had extreme fatigue and prominent veins( looked like a road map) to tip me off that i was pregnant. but now i have more symptoms and waves of naseau here and there.. maybe its all in my head.. but are the 2nd time around symptoms more noticable.. i know my red flags are up and im doing what i did when i knew the first time.. I was praying to god to have the miracle of being pregnant. Both my partner and I both want this.. so its not going to be a bad thing :) like i said maybe its all in my head and the b/c coming out of my system.. but its like womans intuition you just know.. anywys any info would be great lol"
43,0,0,1,0,0,0,0,0,0,0,0,"should i continue taking the pill? i have been taking theCELEST pill for exactly a year
my guy said its great coz he cant get an erection with a condom but i argued b4 he met me  he used a condom with all his other ex's
but im scared now coz my friend took it for a  year she is overwheight but her doc took her off it for 6 months to give her body a break
shud i be off it too?
my mum had breast cancer  once and thyroid cancer 2 timesdoes this make me at a higher risk?
and i have put on an extra few ounds but nothing major
shud i continue taking the pill?"
44,0,0,0,0,1,0,0,0,0,0,0,"Can anyone help me figure out what these symptoms mean? First of all, here are my symptoms...shortness of breath, numbness in my hands and feet, chest pain, rapid heart rate, swelling in my ankles (not pitting edema) mostly in the evening.  I have had a stress test done, Echocardiogram, EKG, etc. The only thing that was said was that the center of my heart was slightly enlarged.  My vitamin b12 level is only 258 on a scale from 211-911.  Could all of these symptoms be related to vitamin b12 deficiency? Also, my chest also hurts when I touch it. I also was diagnosed with beginning stages of asthma and gerd.  My blood pressure has been running approximately 138/72.  Hoping someone could possibly give me some insight on everything.  Thank you!!"
45,1,0,0,0,0,0,0,0,1,1,0,"what is symptoms of stomach ulcers? i was really sick sunday night, and spend like 8 hours in the emergency room, i kept throwing up, and things like that... anyways, they couldnt find anything wrong with me, but i feel like i have a stomach ulcer... or something.... i havent had much of an appetite here lately, im only eating once a day, and a very small portion, when i do eat, like half of a mc'ds plain cheeseburger, then im finished, but then, whenever i drink coke or pepsi, my stomach burns really really bad... and i cant really figure out what could be wrong..."
46,1,0,0,0,0,0,0,0,0,0,0,"Sweating...? Hi.  I bathe, apply spray and roll on antiperspirant every morning, as well as dousing myself in perfume,  But an hour or so later my armpits are soaked!  It doesn't appear to smell strong because I asked my mates and my family to be honest and they insist that I don't and nobody is avoiding me or anything - maybe it isn't sweat?  It's embarrasing and uncomfortable and it shows through my clothes - can anyone recommend anything to help me?  It only seems to be my armpits - nowhere else!"
47,1,0,0,0,0,0,0,0,0,1,0,"What's the next step? I've been struggling with a medical problem since December 2004, shortly after I had food poisoning from undercooked chicken, but most doctors I've seen said these are allergies with an unknown cause. Symptoms are constant eye redness, dark bluish circles under eyes, some energy loss, pain in the back of my neck and head, and constant ear popping and pain (my ears rarely stop popping, and this has been going on for months!).  I've seen mostly eye, ENT and allergy doctors and I've taken a number of anti-allergy things, but the only things which have been effective in improvement have been Augmentin (875MG) and TobraDex.  I've moved to a different apartment, changed clothes and furniture, changed shampoo and soaps... everything I can think of.  What's the next step for me?"
48,0,0,0,0,0,0,0,0,0,0,0,"no pain, no gain? hi folks, many of you remember my ranting and screaming about my strep and tonsilitis and i thank you for all your answers, they really helped alot, well i have finished taking my medication after 3 weeks of taking it..i do not have any more pain swallowing or strep which was my main concern at the time..now my question is, when does the redness and healing of the blisters go away?  it is not causing me any problems, but it is taking so long to heal..is this the normal process? does it take a long time to heal..i had a really bad case of strep and tonsilitis..it seems a little less red, but still red back there on both sides of my throat.. should i just wait it out and let it heal? or should i go back on med? also, what is the likelihood of this strep/tonsilitis returning anytime soon? thanks for your answers...."
49,0,0,1,0,0,0,0,0,0,0,0,"How can I get my husband to stop smoking? My husband smokes and here lately, I have been worried about him.  He has this persistent cough that sounds as if it hurts but when I ask him about it he either tells me that he is okay or makes a little snide remark about how I am overacting.  He knows that I hate him smoking and that my Grandfather had lung cancer and emphysima.  He also has two children that really need him and I am just scared that this cough could be something more serious.  Can anyone out there help me?"
50,0,0,1,0,0,0,0,0,0,0,0,"Stomach problems only in the morning? This has been going on for a long time, i've been to many doctors, but some mornings when i wake up i feel sick to my stomach, i'll get ready for school and yadda yadda, get to school, sit in my desk, and start to get really bad stomach cramps, and i start to sweat, and i cant do anything but hunch over in pain, what causes this? my diet? i usually go poop, which is dhiarea, sorry spelling haha, and i feel a little better after that.. its periodic, only usually monday and tues, i dont drink much either (alcohol). and only in the morning. help?"
